Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold11	2005001	2015000	45425038	950	0.2447	background	0.0403	background	0.0242	background	0.00590000000000002	background	0.1289	background	-0.0511	background	0.2074	background	-0.1567	background	0.1018	outlier	-0.0577	background	0.0884	background	-0.0131	background	0.0719	background	-0.0519	background	0.0907	background	0.0317	background	0.0489	background	background
Scaffold11	2055001	2065000	45472980	754	0.2269	background	-0.1871	background	-0.1852	background	0.2647	outlier	0.1004	background	-0.1276	background	0.1833	background	-0.3398	background	-0.0289	background	-0.1151	background	0.1726	background	-0.1384	background	0.2191	background	-0.1028	background	0.1378	background	0.2678	background	0.3074	background	background
Scaffold11	2060001	2070000	45479525	1001	0.3328	outlier	-0.1314	background	-0.1308	background	0.3576	outlier	0.1554	background	-0.106	background	0.1934	background	-0.3176	background	-0.0182	background	-0.1173	background	0.2397	background	-0.1186	background	0.3398	outlier	-0.0994	background	0.1665	background	0.1031	background	0.075	background	background
Scaffold11	2065001	2075000	45482886	1179	0.3871	outlier	-0.1459	background	-0.1392	background	0.3788	outlier	0.1678	background	-0.1169	background	0.1783	background	-0.2988	background	-0.00359999999999999	background	-0.1337	background	0.2326	background	-0.1312	background	0.3399	outlier	-0.0907	background	0.1362	background	0.0707	background	0.02	background	background
Scaffold11	2070001	2080000	45487518	660	0.3584	outlier	-0.2076	background	-0.1939	background	0.4023	outlier	0.2432	background	-0.142	background	0.1819	background	-0.3297	background	-0.0058	background	-0.159	background	0.2117	background	-0.1634	background	0.3089	background	-0.0873	background	0.1168	background	0.0906	background	0.0666	background	background
Scaffold11	2095001	2105000	45512249	1258	0.2949	background	-0.0724	background	-0.0643	background	0.1578	background	0.3329	background	-0.1011	background	0.2783	outlier	-0.303	background	0.0764	background	-0.1066	background	0.1807	background	-0.0760000000000001	background	0.1888	background	-0.0638	background	0.0839	background	0.0443	background	0.0655	background	background
Scaffold11	2100001	2110000	45518132	766	0.2734	background	0.00870000000000004	background	-0.0045	background	0.1204	background	0.3427	background	-0.0662	background	0.2855	outlier	-0.2589	background	0.0928	background	-0.0813	background	0.1694	background	-0.0109	background	0.1574	background	-0.061	background	0.1164	background	0.1008	background	0.1241	background	background
Scaffold11	2110001	2120000	45528578	542	0.2497	background	0.0239	background	0.0372	background	0.0332	background	0.3339	background	-0.0105000000000001	background	0.1403	background	-0.1622	background	-0.0114	background	-0.0506	background	0.0959	background	-0.0446	background	0.0991	background	-0.085	background	0.3078	outlier	0.4738	outlier	0.5296	background	background
Scaffold11	2165001	2175000	45585790	19	0.0713	background	-0.0327	background	0.0529	background	-0.3222	background	0.1827	background	-0.0438	background	-0.0883	background	-0.1297	background	-0.1742	background	0.0395	background	0.0618	background	0.1173	outlier	-0.2481	background	-0.0081	background	0.0518	background	-0.0866	background	-0.0625	background	background
Scaffold11	2175001	2185000	45593672	110	0.2515	background	-0.0316	background	-0.0257	background	0.243	background	0.2927	background	-0.079	background	0.2009	background	-0.3858	background	-0.1059	background	-0.0391	background	0.1694	background	-0.0351	background	0.5051	outlier	-0.0409	background	0.1111	background	0.0117	background	0.1491	background	background
Scaffold11	2180001	2190000	45600312	863	0.3735	outlier	0.0173	background	-0.003	background	0.1814	background	0.4163	background	-0.0697	background	0.2027	background	-0.2388	background	0.0336	background	-0.0747	background	0.1397	background	-0.0242	background	0.0911	background	-0.0657	background	0.1267	background	0.0833	background	0.1127	background	background
Scaffold11	2230001	2240000	45647504	333	0.1282	background	0.0535	background	0.1565	background	0.0319	background	0.5977	background	0.0276	background	0.1105	background	-0.0873	background	-0.00440000000000002	background	0.0474	outlier	0.1595	background	0.1864	outlier	0.0600000000000001	background	0.0214	background	0.1172	background	0.175	background	0.1304	background	background
Scaffold11	2235001	2245000	45654959	641	0.3522	outlier	0.1492	background	0.1564	background	0.1361	background	0.5525	background	0.0407999999999999	background	0.2078	background	-0.1524	background	0.0146	background	0.0278	background	0.2226	background	0.1167	outlier	0.0930000000000001	background	0.005	background	0.2349	background	0.1168	background	0.0873999999999999	background	background
Scaffold11	2240001	2250000	45656385	628	0.3458	outlier	0.1064	background	0.0906	background	0.1288	background	0.5403	background	0.00819999999999999	background	0.2096	background	-0.1712	background	0.0302	background	-0.0145	background	0.2125	background	0.055	background	0.073	background	-0.0252	background	0.2329	background	0.1037	background	0.0705999999999999	background	background
Scaffold11	2245001	2255000	45659246	92	0.2837	background	-0.3005	background	-0.22	background	-0.0684	background	0.4597	background	-0.2047	background	0.2383	background	-0.2441	background	0.1989	outlier	-0.1747	background	0.119	background	-0.1829	background	-0.000400000000000067	background	-0.1534	background	0.1602	background	0.0535	background	-0.0261	background	background
Scaffold11	2255001	2265000	45674357	168	0.1633	background	-0.2065	background	-0.1573	background	0.0614	background	0.5339	background	-0.1382	background	0.2169	background	-0.2576	background	0.0975	outlier	-0.1501	background	0.1343	background	-0.1366	background	0.0497000000000001	background	-0.1317	background	0.1085	background	0.3294	background	0.3145	background	background
Scaffold11	2310001	2320000	45727545	1196	-0.0252	background	0.0959	background	0.1139	background	0.1092	background	0.4789	background	0.0212	background	0.1401	background	-0.1998	background	-0.0809	background	0.0209	background	0.1616	background	0.1356	outlier	0.2316	background	0.0114	background	0.0664	background	0.2043	background	0.2637	background	background
Scaffold11	2335001	2345000	45751687	1018	0.1306	background	-0.0249	background	0.005	background	0.1172	background	0.2418	background	-0.0465	background	0.2465	outlier	-0.2601	background	0.0329	background	-0.0613	background	0.1417	background	-0.0509	background	0.172	background	-0.0632	background	0.0945	background	0.2345	background	0.3064	background	background
Scaffold11	2340001	2350000	45758814	573	0.1511	background	0.0975	background	0.1116	background	0.2346	background	0.1451	background	0.0387999999999999	background	0.2843	outlier	-0.2857	background	-0.0402	background	-0.00380000000000003	background	0.229	background	0.0625	background	0.3764	outlier	-0.0115	background	0.1474	background	0.13	background	0.2255	background	background
Scaffold11	2345001	2355000	45763819	611	0.2131	background	0.1837	background	0.1994	outlier	0.3095	outlier	0.1575	background	0.0977	outlier	0.272	outlier	-0.2215	background	-0.0472	background	0.0433	outlier	0.2518	background	0.1545	outlier	0.3705	outlier	0.0243	background	0.166	background	0.1476	background	0.215	background	background
Scaffold11	2395001	2405000	45810286	634	0.1498	background	0.145	background	0.1882	outlier	0.1849	background	0.3667	background	0.0091	background	0.1318	background	-0.1337	background	-0.011	background	0.0368	background	0.1778	background	0.16	outlier	0.1538	background	0.0423	outlier	0.1341	background	0.154	background	0.119	background	background
Scaffold11	2420001	2430000	45837924	1293	-0.288	background	-0.2833	background	-0.065	background	0.0422	background	0.6828	outlier	-0.1125	background	0.1023	background	-0.2364	background	-0.0216	background	-0.0828	background	0.1513	background	-0.0246999999999999	background	0.0856	background	-0.0841	background	0.1636	background	0.226	background	0.1986	background	background
Scaffold11	2425001	2435000	45843359	1092	0.1104	background	-0.211	background	-0.1452	background	0.0229	background	0.6929	outlier	-0.1231	background	0.0907	background	-0.272	background	-0.0582	background	-0.1417	background	0.1655	background	-0.1352	background	0.0949	background	-0.146	background	0.1723	background	0.094	background	0.0773999999999999	background	background
Scaffold11	2430001	2440000	45846835	698	0.252	background	-0.1919	background	-0.1349	background	0.071	background	0.6785	outlier	-0.1368	background	0.0857000000000001	background	-0.3177	background	-0.0952	background	-0.128	background	0.2015	background	-0.1164	background	0.1156	background	-0.128	background	0.2008	background	-0.032	background	-0.0526	background	outlier
Scaffold11	2435001	2445000	45854148	500	0.224	background	-0.1375	background	-0.1455	background	0.2212	background	0.3313	background	-0.1476	background	0.0824	background	-0.3662	background	-0.1362	background	-0.1561	background	0.2425	background	-0.1531	background	0.3092	background	-0.1583	background	0.3235	outlier	0.1323	background	0.1084	background	background
Scaffold11	2440001	2450000	45859128	1039	0.1885	background	-0.1105	background	-0.1161	background	0.2332	background	0.4089	background	-0.1231	background	0.1842	background	-0.372	background	-0.0647	background	-0.1374	background	0.2501	background	-0.1322	background	0.3206	background	-0.1432	background	0.2723	outlier	0.1844	background	0.1832	background	background
Scaffold11	2585001	2595000	46003058	1534	-0.0779	background	-0.0378	background	0.021	background	0.1181	background	0.6241	background	-0.0603	background	0.0969	background	-0.1802	background	-0.023	background	-0.0788	background	0.1256	background	-0.0365	background	0.1397	background	-0.1147	background	0.1304	background	0.4808	outlier	0.4751	outlier	background
Scaffold11	2595001	2605000	46013630	1248	0.0621	background	-0.3218	background	-0.0891	background	-0.3287	background	0.5313	background	-0.1591	background	0.0613	background	-0.114	background	0.1064	outlier	-0.1152	background	-0.1001	background	-0.1746	background	-0.2876	background	-0.1431	background	-0.1195	background	0.2847	background	0.3397	background	background
Scaffold11	2645001	2655000	46058584	21	0.0244	background	-0.0162	background	-0.0955	background	0.1069	background	0.5668	background	-0.099	background	0.325	outlier	-0.4114	background	0.0126	background	-0.1179	background	0.1118	background	-0.0397	background	0.1147	background	-0.0684	background	0.0331	background	0.0309	background	0.2315	background	outlier
Scaffold11	2855001	2865000	46269729	374	-0.1655	background	-0.0355	background	0.0542	background	0.0953	background	0.4838	background	-0.162	background	-0.024	background	-0.209	background	-0.0710000000000001	background	-0.1231	background	0.014	background	-0.00129999999999997	background	0.1239	background	-0.0366	background	0.0341	background	0.4607	outlier	0.4937	background	background
Scaffold11	2860001	2870000	46275452	30	-0.041	background	0.1058	background	0.0802	background	0.1367	background	0.1493	background	-0.1775	background	-0.1193	background	-0.0665	background	-0.00830000000000003	background	-0.0575	background	0.0107	background	0.0449	background	0.0699	background	0.0445	outlier	0.0513	background	0.2166	background	0.0949	background	background
Scaffold11	2910001	2920000	46327571	569	-0.0469	background	0.0096	background	0.0638	background	0.0434	background	0.3429	background	0.0475	outlier	0.2049	background	-0.0915	background	0.0659	background	-0.0074	background	0.0494	background	0.0161	background	0.0656	background	-0.00610000000000001	background	0.0405	background	0.2394	background	0.329	background	background
Scaffold11	2935001	2945000	46352935	1189	0.0212	background	-0.0484	background	-0.00220000000000001	background	0.0746	background	0.634	outlier	-0.0794	background	0.0646	background	-0.1854	background	-0.0414	background	-0.0704	background	0.096	background	-0.1	background	0.1222	background	-0.0565	background	0.0608	background	0.4965	outlier	0.5065	outlier	background
Scaffold11	2940001	2950000	46359204	1472	-0.0977	background	-0.1052	background	-0.066	background	0.0226	background	0.6598	outlier	-0.0767	background	0.0574	background	-0.1507	background	-0.0166000000000001	background	-0.0971	background	0.0473	background	-0.1534	background	0.05	background	-0.0623	background	0.0455	background	0.5985	outlier	0.6252	outlier	background
Scaffold11	2945001	2955000	46362778	1624	-0.0617	background	-0.0552	background	-0.0315	background	0.02	background	0.6083	background	-0.0794	background	0.0617	background	-0.1624	background	-0.0213	background	-0.0619	background	0.0599	background	-0.0826	background	0.0561	background	-0.0456	background	0.0467	background	0.4981	outlier	0.5212	outlier	background
Scaffold11	2970001	2980000	46388847	1575	0.0235	background	-0.0671	background	-0.044	background	0.0566	background	0.5917	background	-0.0957	background	0.0645	background	-0.1545	background	0.00569999999999993	background	-0.1251	background	0.1406	background	-0.1163	background	0.0964	background	-0.1189	background	0.131	background	0.476	outlier	0.3942	background	background
Scaffold11	2975001	2985000	46392433	1314	0.039	background	-0.0687	background	-0.064	background	0.0356	background	0.5919	background	-0.0965	background	0.0699	background	-0.1662	background	0.000199999999999978	background	-0.114	background	0.1451	background	-0.1084	background	0.1424	background	-0.1232	background	0.1736	background	0.475	outlier	0.3996	background	background
Scaffold11	3035001	3045000	46456213	10	NA	NA	NA	NA	-0.3494	background	0.1275	background	NA	NA	-0.00580000000000003	background	0.4687	outlier	-0.0664	background	0.4081	outlier	-0.0179	background	0.0406	background	0.0301	background	0.0952	background	NA	NA	NA	NA	0.6909	outlier	0.7109	outlier	background
Scaffold11	3065001	3075000	46482343	543	0.0942	background	-0.1069	background	-0.0785	background	0.2641	outlier	0.3598	background	-0.1188	background	0.1752	background	-0.3207	background	-0.0267	background	-0.1211	background	0.2149	background	-0.1043	background	0.3249	background	-0.1386	background	0.2551	background	0.1379	background	0.1249	background	background
Scaffold11	3070001	3080000	46490003	514	0.1604	background	-0.1227	background	-0.1147	background	0.2768	outlier	0.4311	background	-0.1324	background	0.1448	background	-0.3408	background	-0.0636	background	-0.1199	background	0.2467	background	-0.1315	background	0.3388	background	-0.1275	background	0.1959	background	0.2237	background	0.1854	background	background
Scaffold11	3080001	3090000	46499154	186	0.1403	background	-0.1891	background	-0.1959	background	0.258	outlier	0.305	background	-0.2238	background	0.0492	background	-0.34	background	-0.067	background	-0.152	background	0.1597	background	-0.2266	background	0.3215	background	-0.2253	background	0.1864	background	0.1709	background	0.1274	background	background
